_id,play_type,yards_gained,interception,fumble_lost,rush_attempt,pass_attempt,pass_touchdown,rush_touchdown,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name
ObjectId("5c0c8fcd4881fd17b071cf98"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cf99"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0029689,D.Allen,NA,NA
ObjectId("5c0c8fcd4881fd17b071cf9a"),pass,8,0,0,0,1,0,0,00-0019596,T.Brady,00-0030288,R.Burkhead,NA,NA
ObjectId("5c0c8fcd4881fd17b071cf9b"),run,8,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071cf9c"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071cf9d"),pass,19,0,0,0,1,0,0,00-0019596,T.Brady,00-0031236,B.Cooks,NA,NA
ObjectId("5c0c8fcd4881fd17b071cf9e"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071cf9f"),pass,16,0,0,0,1,0,0,00-0019596,T.Brady,00-0026035,D.Amendola,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa0"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa1"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa2"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0027656,R.Gronkowski,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa3"),run,2,0,0,1,0,0,1,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfa4"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa5"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa6"),run,7,0,1,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cfa7"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0027656,R.Gronkowski,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa8"),pass,3,0,0,0,1,0,0,00-0019596,T.Brady,00-0031062,J.White,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfa9"),run,10,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071cfaa"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0027656,R.Gronkowski,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfab"),run,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0030288,R.Burkhead
ObjectId("5c0c8fcd4881fd17b071cfac"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfad"),pass,5,0,0,0,1,0,0,00-0019596,T.Brady,00-0026035,D.Amendola,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfae"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfaf"),run,9,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cfb0"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030506,T.Kelce
ObjectId("5c0c8fcd4881fd17b071cfb1"),pass,14,0,0,0,1,0,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfb2"),pass,8,0,0,0,1,0,0,00-0023436,A.Smith,00-0030155,D.Harris,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfb3"),pass,5,0,0,0,1,0,0,00-0023436,A.Smith,00-0033923,K.Hunt,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfb4"),run,9,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cfb5"),pass,3,0,0,0,1,0,0,00-0023436,A.Smith,00-0030669,A.Wilson,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfb6"),pass,11,0,0,0,1,0,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfb7"),pass,18,0,0,0,1,0,0,00-0023436,A.Smith,00-0032128,C.Conley,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfb8"),pass,0,0,0,0,1,0,0,00-0023436,A.Smith,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfb9"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cfba"),pass,7,0,0,0,1,1,0,00-0023436,A.Smith,00-0030155,D.Harris,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfbb"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfbc"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfbd"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfbe"),pass,27,0,0,0,1,0,0,00-0019596,T.Brady,00-0026035,D.Amendola,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfbf"),pass,15,0,0,0,1,0,0,00-0019596,T.Brady,00-0031236,B.Cooks,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfc0"),run,13,0,0,1,0,0,0,NA,NA,NA,NA,00-0028237,C.Hogan
ObjectId("5c0c8fcd4881fd17b071cfc1"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfc2"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0030288,R.Burkhead,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfc3"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071cfc4"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071cfc5"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfc6"),field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfc7"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfc8"),pass,0,0,0,0,1,0,0,00-0023436,A.Smith,00-0032319,R.Travis,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfc9"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0033040,T.Hill
ObjectId("5c0c8fcd4881fd17b071cfca"),pass,-3,0,0,0,1,0,0,00-0023436,A.Smith,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfcb"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfcc"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0028237,C.Hogan
ObjectId("5c0c8fcd4881fd17b071cfcd"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfce"),pass,22,0,0,0,1,0,0,00-0019596,T.Brady,00-0026035,D.Amendola,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfcf"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0030288,R.Burkhead,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfd0"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0028237,C.Hogan
ObjectId("5c0c8fcd4881fd17b071cfd1"),pass,16,0,0,0,1,0,0,00-0019596,T.Brady,00-0027656,R.Gronkowski,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfd2"),run,16,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfd3"),run,9,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfd4"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfd5"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfd6"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfd7"),run,2,0,0,1,0,0,1,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071cfd8"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfd9"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfda"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cfdb"),run,10,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cfdc"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0033040,T.Hill
ObjectId("5c0c8fcd4881fd17b071cfdd"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0031060,D.Thomas
ObjectId("5c0c8fcd4881fd17b071cfde"),pass,-12,0,0,0,1,0,0,00-0023436,A.Smith,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfdf"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe0"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0028087,D.Lewis
ObjectId("5c0c8fcd4881fd17b071cfe1"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0028237,C.Hogan,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe2"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0031236,B.Cooks,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe3"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe4"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe5"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cfe6"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe7"),pass,9,0,0,0,1,0,0,00-0023436,A.Smith,00-0030669,A.Wilson,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe8"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfe9"),pass,14,0,0,0,1,0,0,00-0023436,A.Smith,00-0030506,T.Kelce,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfea"),pass,13,0,0,0,1,0,0,00-0023436,A.Smith,00-0030669,A.Wilson,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfeb"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0023436,A.Smith
ObjectId("5c0c8fcd4881fd17b071cfec"),pass,0,0,0,0,1,0,0,00-0023436,A.Smith,00-0032128,C.Conley,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfed"),pass,12,0,0,0,1,0,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfee"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfef"),pass,4,0,0,0,1,0,0,00-0023436,A.Smith,00-0030668,C.West,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff0"),pass,1,0,0,0,1,0,0,00-0023436,A.Smith,00-0030669,A.Wilson,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff1"),pass,8,0,0,0,1,0,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff2"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff3"),pass,-2,0,0,0,1,0,0,00-0023436,A.Smith,00-0031060,D.Thomas,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff4"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff5"),pass,3,0,0,0,1,1,0,00-0023436,A.Smith,00-0033923,K.Hunt,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff6"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff7"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cff8"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0019596,T.Brady
ObjectId("5c0c8fcd4881fd17b071cff9"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cffa"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cffb"),run,10,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071cffc"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cffd"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071cffe"),pass,7,0,0,0,1,0,0,00-0023436,A.Smith,00-0030506,T.Kelce,NA,NA
ObjectId("5c0c8fcd4881fd17b071cfff"),pass,8,0,0,0,1,0,0,00-0023436,A.Smith,00-0033923,K.Hunt,NA,NA
ObjectId("5c0c8fcd4881fd17b071d000"),pass,4,0,0,0,1,0,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fcd4881fd17b071d001"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d002"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0029689,D.Allen,NA,NA
ObjectId("5c0c8fcd4881fd17b071d003"),pass,8,0,0,0,1,0,0,00-0019596,T.Brady,00-0026035,D.Amendola,NA,NA
ObjectId("5c0c8fcd4881fd17b071d004"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071d005"),run,-4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071d006"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0028237,C.Hogan,NA,NA
ObjectId("5c0c8fcd4881fd17b071d007"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d008"),pass,75,0,0,0,1,1,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fcd4881fd17b071d009"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d00a"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d00b"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0028237,C.Hogan,NA,NA
ObjectId("5c0c8fcd4881fd17b071d00c"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071d00d"),pass,17,0,0,0,1,0,0,00-0019596,T.Brady,00-0027656,R.Gronkowski,NA,NA
ObjectId("5c0c8fcd4881fd17b071d00e"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0031062,J.White,NA,NA
ObjectId("5c0c8fcd4881fd17b071d00f"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0028087,D.Lewis
ObjectId("5c0c8fcd4881fd17b071d010"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0026035,D.Amendola,NA,NA
ObjectId("5c0c8fcd4881fd17b071d011"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d012"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071d013"),pass,0,0,0,0,1,0,0,00-0023436,A.Smith,00-0030506,T.Kelce,NA,NA
ObjectId("5c0c8fcd4881fd17b071d014"),pass,0,0,0,0,1,0,0,00-0023436,A.Smith,00-0032128,C.Conley,NA,NA
ObjectId("5c0c8fcd4881fd17b071d015"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d016"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d017"),pass,22,0,0,0,1,0,0,00-0019596,T.Brady,00-0026035,D.Amendola,NA,NA
ObjectId("5c0c8fcd4881fd17b071d018"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d019"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071d01a"),run,1,0,0,1,0,0,1,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071d01b"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d01c"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d01d"),pass,8,0,0,0,1,0,0,00-0023436,A.Smith,00-0030506,T.Kelce,NA,NA
ObjectId("5c0c8fcd4881fd17b071d01e"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071d01f"),pass,-1,0,0,0,1,0,0,00-0023436,A.Smith,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d020"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d021"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d022"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d023"),pass,54,0,0,0,1,0,0,00-0019596,T.Brady,00-0031236,B.Cooks,NA,NA
ObjectId("5c0c8fcd4881fd17b071d024"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071d025"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071d026"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071d027"),run,-6,0,0,1,0,0,0,NA,NA,NA,NA,00-0031062,J.White
ObjectId("5c0c8fcd4881fd17b071d028"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0019596,T.Brady
ObjectId("5c0c8fcd4881fd17b071d029"),field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d02a"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d02b"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d02c"),run,13,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fcd4881fd17b071d02d"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d02e"),pass,4,0,0,0,1,0,0,00-0023436,A.Smith,00-0030506,T.Kelce,NA,NA
ObjectId("5c0c8fcd4881fd17b071d02f"),pass,78,0,0,0,1,1,0,00-0023436,A.Smith,00-0033923,K.Hunt,NA,NA
ObjectId("5c0c8fcd4881fd17b071d030"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d031"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d032"),pass,26,0,0,0,1,0,0,00-0019596,T.Brady,00-0031062,J.White,NA,NA
ObjectId("5c0c8fcd4881fd17b071d033"),pass,8,0,0,0,1,0,0,00-0019596,T.Brady,00-0028237,C.Hogan,NA,NA
ObjectId("5c0c8fcd4881fd17b071d034"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0031236,B.Cooks,NA,NA
ObjectId("5c0c8fcd4881fd17b071d035"),pass,1,0,0,0,1,0,0,00-0019596,T.Brady,00-0031062,J.White,NA,NA
ObjectId("5c0c8fcd4881fd17b071d036"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0030433,M.Gillislee
ObjectId("5c0c8fcd4881fd17b071d037"),pass,0,0,0,0,1,0,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fcd4881fd17b071d038"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0023436,A.Smith
ObjectId("5c0c8fcd4881fd17b071d039"),pass,7,0,0,0,1,0,0,00-0023436,A.Smith,00-0030506,T.Kelce,NA,NA
ObjectId("5c0c8fcd4881fd17b071d03a"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d03b"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fcd4881fd17b071d03c"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0030288,R.Burkhead
ObjectId("5c0c8fcd4881fd17b071d03d"),run,14,0,0,1,0,0,0,NA,NA,NA,NA,00-0030288,R.Burkhead
ObjectId("5c0c8fcd4881fd17b071d03e"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0028237,C.Hogan,NA,NA
ObjectId("5c0c8fce4881fd17b071d03f"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0027656,R.Gronkowski,NA,NA
ObjectId("5c0c8fce4881fd17b071d040"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0031236,B.Cooks,NA,NA
ObjectId("5c0c8fce4881fd17b071d041"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d042"),pass,9,0,0,0,1,0,0,00-0023436,A.Smith,00-0033040,T.Hill,NA,NA
ObjectId("5c0c8fce4881fd17b071d043"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fce4881fd17b071d044"),pass,4,0,0,0,1,0,0,00-0023436,A.Smith,00-0033923,K.Hunt,NA,NA
ObjectId("5c0c8fce4881fd17b071d045"),pass,25,0,0,0,1,0,0,00-0023436,A.Smith,00-0032128,C.Conley,NA,NA
ObjectId("5c0c8fce4881fd17b071d046"),pass,0,0,0,0,1,0,0,00-0023436,A.Smith,00-0030506,T.Kelce,NA,NA
ObjectId("5c0c8fce4881fd17b071d047"),pass,11,0,0,0,1,0,0,00-0023436,A.Smith,00-0030669,A.Wilson,NA,NA
ObjectId("5c0c8fce4881fd17b071d048"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d049"),run,4,0,0,1,0,0,1,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fce4881fd17b071d04a"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d04b"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d04c"),pass,-7,0,0,0,1,0,0,00-0019596,T.Brady,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d04d"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0032208,P.Dorsett,NA,NA
ObjectId("5c0c8fce4881fd17b071d04e"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0031236,B.Cooks,NA,NA
ObjectId("5c0c8fce4881fd17b071d04f"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d050"),run,58,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fce4881fd17b071d051"),run,21,0,0,1,0,0,1,NA,NA,NA,NA,00-0030668,C.West
ObjectId("5c0c8fce4881fd17b071d052"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d053"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d054"),pass,-8,0,0,0,1,0,0,00-0019596,T.Brady,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d055"),pass,-5,0,0,0,1,0,0,00-0019596,T.Brady,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d056"),pass,0,0,0,0,1,0,0,00-0019596,T.Brady,00-0031062,J.White,NA,NA
ObjectId("5c0c8fce4881fd17b071d057"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d058"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fce4881fd17b071d059"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d05a"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fce4881fd17b071d05b"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d05c"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d05d"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0033923,K.Hunt
ObjectId("5c0c8fce4881fd17b071d05e"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d05f"),qb_kneel,-2,0,0,1,0,0,0,NA,NA,NA,NA,00-0023436,A.Smith
ObjectId("5c0c8fce4881fd17b071d060"),qb_kneel,-3,0,0,1,0,0,0,NA,NA,NA,NA,00-0023436,A.Smith
ObjectId("5c0c8fce4881fd17b071d061"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0023436,A.Smith
ObjectId("5c0c8fce4881fd17b071d062"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c8fce4881fd17b071d063"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
