_id,play_type,yards_gained,interception,fumble_lost,rush_attempt,pass_attempt,pass_touchdown,rush_touchdown,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name
ObjectId("5c0c90214881fd17b072355e"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0030496,L.Bell
ObjectId("5c0c90214881fd17b072355f"),pass,10,0,0,0,1,1,0,00-0022924,B.Roethlisberger,00-0027793,A.Brown,NA,NA
ObjectId("5c0c90214881fd17b0723560"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723561"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723562"),pass,6,0,0,0,1,0,0,00-0032268,M.Mariota,00-0028009,D.Murray,NA,NA
ObjectId("5c0c90214881fd17b0723563"),pass,0,1,0,0,1,0,0,00-0032268,M.Mariota,00-0033871,C.Davis,NA,NA
ObjectId("5c0c90214881fd17b0723564"),pass,6,0,0,0,1,0,0,00-0022924,B.Roethlisberger,00-0030496,L.Bell,NA,NA
ObjectId("5c0c90214881fd17b0723565"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0030496,L.Bell
ObjectId("5c0c90214881fd17b0723566"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0030496,L.Bell
ObjectId("5c0c90214881fd17b0723567"),pass,10,0,0,0,1,0,0,00-0022924,B.Roethlisberger,00-0031373,M.Bryant,NA,NA
ObjectId("5c0c90214881fd17b0723568"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030496,L.Bell
ObjectId("5c0c90214881fd17b0723569"),pass,8,0,0,0,1,0,0,00-0022924,B.Roethlisberger,00-0030496,L.Bell,NA,NA
ObjectId("5c0c90214881fd17b072356a"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0033553,J.Conner
ObjectId("5c0c90214881fd17b072356b"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0033553,J.Conner
ObjectId("5c0c90214881fd17b072356c"),pass,1,0,0,0,1,0,0,00-0022924,B.Roethlisberger,00-0030496,L.Bell,NA,NA
ObjectId("5c0c90214881fd17b072356d"),field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b072356e"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b072356f"),pass,-9,0,0,0,1,0,0,00-0032268,M.Mariota,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723570"),pass,17,0,0,0,1,0,0,00-0032268,M.Mariota,00-0024389,D.Walker,NA,NA
ObjectId("5c0c90214881fd17b0723571"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723572"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723573"),pass,0,0,0,0,1,0,0,00-0032268,M.Mariota,00-0033871,C.Davis,NA,NA
ObjectId("5c0c90214881fd17b0723574"),pass,13,0,0,0,1,0,0,00-0032268,M.Mariota,00-0028009,D.Murray,NA,NA
ObjectId("5c0c90214881fd17b0723575"),pass,8,0,0,0,1,0,0,00-0032268,M.Mariota,00-0029580,R.Matthews,NA,NA
ObjectId("5c0c90214881fd17b0723576"),pass,11,0,0,0,1,0,0,00-0032268,M.Mariota,00-0024389,D.Walker,NA,NA
ObjectId("5c0c90214881fd17b0723577"),pass,-4,0,0,0,1,0,0,00-0032268,M.Mariota,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723578"),pass,8,0,0,0,1,0,0,00-0032268,M.Mariota,00-0033871,C.Davis,NA,NA
ObjectId("5c0c90214881fd17b0723579"),pass,0,0,0,0,1,0,0,00-0032268,M.Mariota,00-0033871,C.Davis,NA,NA
ObjectId("5c0c90214881fd17b072357a"),pass,0,1,0,0,1,0,0,00-0032268,M.Mariota,00-0024389,D.Walker,NA,NA
ObjectId("5c0c90214881fd17b072357b"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0033553,J.Conner
ObjectId("5c0c90214881fd17b072357c"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b072357d"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0030524,L.Jones
ObjectId("5c0c90214881fd17b072357e"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0030524,L.Jones
ObjectId("5c0c90214881fd17b072357f"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0030524,L.Jones
ObjectId("5c0c90214881fd17b0723580"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0032268,M.Mariota
ObjectId("5c0c90214881fd17b0723581"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0032268,M.Mariota
ObjectId("5c0c90214881fd17b0723582"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723583"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723584"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033556,T.Cohen,NA,NA
ObjectId("5c0c90214881fd17b0723585"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0029708,K.Wright,NA,NA
ObjectId("5c0c90214881fd17b0723586"),pass,13,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0032098,D.Brown,NA,NA
ObjectId("5c0c90214881fd17b0723587"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b0723588"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0033869,M.Trubisky
ObjectId("5c0c90214881fd17b0723589"),pass,11,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0028411,D.Inman,NA,NA
ObjectId("5c0c90214881fd17b072358a"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b072358b"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b072358c"),pass,22,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033896,A.Shaheen,NA,NA
ObjectId("5c0c90214881fd17b072358d"),run,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b072358e"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b072358f"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723590"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0029795,B.Cunningham,NA,NA
ObjectId("5c0c90214881fd17b0723591"),field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723592"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b0723593"),pass,7,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031387,E.Ebron,NA,NA
ObjectId("5c0c90214881fd17b0723594"),pass,16,0,0,0,1,0,0,00-0026498,M.Stafford,00-0029293,M.Jones,NA,NA
ObjectId("5c0c90214881fd17b0723595"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b0723596"),run,11,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b0723597"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0029293,M.Jones,NA,NA
ObjectId("5c0c90214881fd17b0723598"),pass,2,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031387,E.Ebron,NA,NA
ObjectId("5c0c90214881fd17b0723599"),pass,-4,0,1,0,1,0,0,00-0026498,M.Stafford,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b072359a"),run,50,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b072359b"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b072359c"),pass,1,0,0,0,1,1,0,00-0033869,M.Trubisky,00-0033896,A.Shaheen,NA,NA
ObjectId("5c0c90214881fd17b072359d"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b072359e"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b072359f"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235a0"),run,-2,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b07235a1"),pass,17,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031189,T.Jones,NA,NA
ObjectId("5c0c90214881fd17b07235a2"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b07235a3"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b07235a4"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0029293,M.Jones,NA,NA
ObjectId("5c0c90214881fd17b07235a5"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235a6"),pass,4,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033556,T.Cohen,NA,NA
ObjectId("5c0c90214881fd17b07235a7"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235a8"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b07235a9"),run,15,0,0,1,0,0,0,NA,NA,NA,NA,00-0033869,M.Trubisky
ObjectId("5c0c90214881fd17b07235aa"),run,0,0,1,1,0,0,0,NA,NA,NA,NA,00-0033869,M.Trubisky
ObjectId("5c0c90214881fd17b07235ab"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235ac"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b07235ad"),pass,6,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033896,A.Shaheen,NA,NA
ObjectId("5c0c90214881fd17b07235ae"),pass,12,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0029708,K.Wright,NA,NA
ObjectId("5c0c90214881fd17b07235af"),pass,18,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0029795,B.Cunningham,NA,NA
ObjectId("5c0c90214881fd17b07235b0"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b07235b1"),run,10,0,0,1,0,0,0,NA,NA,NA,NA,00-0033869,M.Trubisky
ObjectId("5c0c90214881fd17b07235b2"),run,10,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b07235b3"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235b4"),run,12,0,0,1,0,0,1,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b07235b5"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235b6"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235b7"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235b8"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90214881fd17b07235b9"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235ba"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031387,E.Ebron,NA,NA
ObjectId("5c0c90214881fd17b07235bb"),pass,17,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031189,T.Jones,NA,NA
ObjectId("5c0c90214881fd17b07235bc"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90214881fd17b07235bd"),pass,40,0,0,0,1,0,0,00-0026498,M.Stafford,00-0033932,K.Golladay,NA,NA
ObjectId("5c0c90214881fd17b07235be"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90214881fd17b07235bf"),pass,28,0,0,0,1,1,0,00-0026498,M.Stafford,00-0029293,M.Jones,NA,NA
ObjectId("5c0c90214881fd17b07235c0"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235c1"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235c2"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b07235c3"),run,3,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b07235c4"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033556,T.Cohen,NA,NA
ObjectId("5c0c90214881fd17b07235c5"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235c6"),pass,12,0,0,0,1,0,0,00-0026498,M.Stafford,00-0033932,K.Golladay,NA,NA
ObjectId("5c0c90214881fd17b07235c7"),pass,10,0,0,0,1,0,0,00-0026498,M.Stafford,00-0027891,G.Tate,NA,NA
ObjectId("5c0c90214881fd17b07235c8"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235c9"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0030107,T.Riddick,NA,NA
ObjectId("5c0c90214881fd17b07235ca"),pass,24,0,0,0,1,0,0,00-0026498,M.Stafford,00-0029293,M.Jones,NA,NA
ObjectId("5c0c90214881fd17b07235cb"),pass,6,0,0,0,1,0,0,00-0026498,M.Stafford,00-0027891,G.Tate,NA,NA
ObjectId("5c0c90214881fd17b07235cc"),pass,14,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031387,E.Ebron,NA,NA
ObjectId("5c0c90214881fd17b07235cd"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90214881fd17b07235ce"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235cf"),pass,2,0,0,0,1,1,0,00-0026498,M.Stafford,00-0032104,A.Abdullah,NA,NA
ObjectId("5c0c90214881fd17b07235d0"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235d1"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235d2"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90214881fd17b07235d3"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235d4"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235d5"),run,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b07235d6"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235d7"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031387,E.Ebron,NA,NA
ObjectId("5c0c90214881fd17b07235d8"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031189,T.Jones,NA,NA
ObjectId("5c0c90214881fd17b07235d9"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235da"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90214881fd17b07235db"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0028411,D.Inman,NA,NA
ObjectId("5c0c90214881fd17b07235dc"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0030460,M.Wheaton,NA,NA
ObjectId("5c0c90214881fd17b07235dd"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235de"),pass,11,0,0,0,1,0,0,00-0026498,M.Stafford,00-0032104,A.Abdullah,NA,NA
ObjectId("5c0c90214881fd17b07235df"),run,4,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b07235e0"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235e1"),run,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90214881fd17b07235e2"),pass,-1,0,0,0,1,0,0,00-0026498,M.Stafford,NA,NA,NA,NA
ObjectId("5c0c90214881fd17b07235e3"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0026498,M.Stafford
ObjectId("5c0c90214881fd17b07235e4"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235e5"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90224881fd17b07235e6"),pass,12,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033896,A.Shaheen,NA,NA
ObjectId("5c0c90224881fd17b07235e7"),pass,13,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0029708,K.Wright,NA,NA
ObjectId("5c0c90224881fd17b07235e8"),run,-2,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90224881fd17b07235e9"),pass,6,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033556,T.Cohen,NA,NA
ObjectId("5c0c90224881fd17b07235ea"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0032098,D.Brown,NA,NA
ObjectId("5c0c90224881fd17b07235eb"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235ec"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90224881fd17b07235ed"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0027891,G.Tate,NA,NA
ObjectId("5c0c90224881fd17b07235ee"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235ef"),pass,14,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031189,T.Jones,NA,NA
ObjectId("5c0c90224881fd17b07235f0"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235f1"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0032098,D.Brown,NA,NA
ObjectId("5c0c90224881fd17b07235f2"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235f3"),pass,13,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033556,T.Cohen,NA,NA
ObjectId("5c0c90224881fd17b07235f4"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90224881fd17b07235f5"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235f6"),run,10,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90224881fd17b07235f7"),run,8,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90224881fd17b07235f8"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0033572,J.Agnew
ObjectId("5c0c90224881fd17b07235f9"),pass,9,0,0,0,1,0,0,00-0026498,M.Stafford,00-0029738,D.Fells,NA,NA
ObjectId("5c0c90224881fd17b07235fa"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235fb"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90224881fd17b07235fc"),run,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90224881fd17b07235fd"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0030107,T.Riddick
ObjectId("5c0c90224881fd17b07235fe"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b07235ff"),pass,16,0,0,0,1,0,0,00-0026498,M.Stafford,00-0027891,G.Tate,NA,NA
ObjectId("5c0c90224881fd17b0723600"),run,6,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90224881fd17b0723601"),pass,-7,0,0,0,1,0,0,00-0026498,M.Stafford,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723602"),pass,4,0,0,0,1,0,0,00-0026498,M.Stafford,00-0030107,T.Riddick,NA,NA
ObjectId("5c0c90224881fd17b0723603"),field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723604"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723605"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90224881fd17b0723606"),run,16,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90224881fd17b0723607"),run,7,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90224881fd17b0723608"),run,12,0,0,1,0,0,0,NA,NA,NA,NA,00-0032780,Jo.Howard
ObjectId("5c0c90224881fd17b0723609"),pass,-8,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0033556,T.Cohen,NA,NA
ObjectId("5c0c90224881fd17b072360a"),pass,17,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0028411,D.Inman,NA,NA
ObjectId("5c0c90224881fd17b072360b"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0033869,M.Trubisky
ObjectId("5c0c90224881fd17b072360c"),run,15,0,0,1,0,0,1,NA,NA,NA,NA,00-0033556,T.Cohen
ObjectId("5c0c90224881fd17b072360d"),extra_point,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b072360e"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b072360f"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0029293,M.Jones,NA,NA
ObjectId("5c0c90224881fd17b0723610"),pass,7,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031189,T.Jones,NA,NA
ObjectId("5c0c90224881fd17b0723611"),pass,17,0,0,0,1,0,0,00-0026498,M.Stafford,00-0029293,M.Jones,NA,NA
ObjectId("5c0c90224881fd17b0723612"),run,0,0,0,1,0,0,0,NA,NA,NA,NA,00-0032104,A.Abdullah
ObjectId("5c0c90224881fd17b0723613"),pass,26,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031387,E.Ebron,NA,NA
ObjectId("5c0c90224881fd17b0723614"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723615"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723616"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0033932,K.Golladay,NA,NA
ObjectId("5c0c90224881fd17b0723617"),run,2,0,0,1,0,0,0,NA,NA,NA,NA,00-0026498,M.Stafford
ObjectId("5c0c90224881fd17b0723618"),pass,0,0,0,0,1,0,0,00-0026498,M.Stafford,00-0031387,E.Ebron,NA,NA
ObjectId("5c0c90224881fd17b0723619"),field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b072361a"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b072361b"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0029708,K.Wright,NA,NA
ObjectId("5c0c90224881fd17b072361c"),pass,5,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0032123,T.McBride,NA,NA
ObjectId("5c0c90224881fd17b072361d"),pass,9,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0032123,T.McBride,NA,NA
ObjectId("5c0c90224881fd17b072361e"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0028411,D.Inman,NA,NA
ObjectId("5c0c90224881fd17b072361f"),pass,10,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0032098,D.Brown,NA,NA
ObjectId("5c0c90224881fd17b0723620"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0030460,M.Wheaton,NA,NA
ObjectId("5c0c90224881fd17b0723621"),pass,0,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0032098,D.Brown,NA,NA
ObjectId("5c0c90224881fd17b0723622"),pass,-3,0,0,0,1,0,0,00-0033869,M.Trubisky,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723623"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723624"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723625"),run,19,0,0,1,0,0,0,NA,NA,NA,NA,00-0033869,M.Trubisky
ObjectId("5c0c90224881fd17b0723626"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723627"),pass,15,0,0,0,1,0,0,00-0033869,M.Trubisky,00-0028411,D.Inman,NA,NA
ObjectId("5c0c90224881fd17b0723628"),no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723629"),field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b072362a"),qb_kneel,-1,0,0,1,0,0,0,NA,NA,NA,NA,00-0026498,M.Stafford
ObjectId("5c0c90224881fd17b072362b"),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b072362c"),kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b072362d"),run,5,0,0,1,0,0,0,NA,NA,NA,NA,00-0030656,I.Crowell
ObjectId("5c0c90224881fd17b072362e"),run,1,0,0,1,0,0,0,NA,NA,NA,NA,00-0030656,I.Crowell
ObjectId("5c0c90224881fd17b072362f"),pass,-3,0,0,0,1,0,0,00-0033899,D.Kizer,NA,NA,NA,NA
ObjectId("5c0c90224881fd17b0723630"),punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
