_id,value
T.King,"{"touchdowns":3,"yards":243,"IsQB":false,"points":42}"
C.Fleener,"{"touchdowns":2,"yards":295,"IsQB":false,"points":41}"
C.Moore,"{"touchdowns":3,"yards":239,"IsQB":false,"points":41}"
J.Bellamy,"{"touchdowns":1,"yards":354,"IsQB":false,"points":41}"
S.Vereen,"{"touchdowns":0,"yards":417,"IsQB":false,"points":41}"
C.Grant,"{"touchdowns":2,"yards":289,"IsQB":false,"points":40}"
C.Latimer,"{"touchdowns":2,"yards":289,"IsQB":false,"points":40}"
C.Sims III,"{"touchdowns":1,"yards":347,"IsQB":false,"points":40}"
D.Inman,"{"touchdowns":1,"yards":343,"IsQB":false,"points":40}"
J.Hardy,"{"touchdowns":3,"yards":221,"IsQB":false,"points":40}"
K.Juszczyk,"{"touchdowns":1,"yards":346,"IsQB":false,"points":40}"
N.Foles,"{"touchdowns":5,"yards":503,"IsQB":true,"points":40}"
S.Anderson,"{"touchdowns":1,"yards":342,"IsQB":false,"points":40}"
A.Robinson,"{"touchdowns":2,"yards":277,"IsQB":false,"points":39}"
B.Cunningham,"{"touchdowns":2,"yards":271,"IsQB":false,"points":39}"
D.Westbrook,"{"touchdowns":1,"yards":339,"IsQB":false,"points":39}"
D.Williams,"{"touchdowns":1,"yards":336,"IsQB":false,"points":39}"
J.Gordon,"{"touchdowns":1,"yards":335,"IsQB":false,"points":39}"
J.Holton,"{"touchdowns":3,"yards":218,"IsQB":false,"points":39}"
L.Willson,"{"touchdowns":4,"yards":153,"IsQB":false,"points":39}"
M.Brown,"{"touchdowns":1,"yards":339,"IsQB":false,"points":39}"
R.Kelley,"{"touchdowns":3,"yards":212,"IsQB":false,"points":39}"
K.Hogan,"{"touchdowns":4,"yards":553,"IsQB":true,"points":38}"
M.Tolbert,"{"touchdowns":1,"yards":325,"IsQB":false,"points":38}"
R.Seals-Jones,"{"touchdowns":3,"yards":201,"IsQB":false,"points":38}"
A.Blue,"{"touchdowns":1,"yards":316,"IsQB":false,"points":37}"
C.Davis,"{"touchdowns":0,"yards":375,"IsQB":false,"points":37}"
G.Everett,"{"touchdowns":2,"yards":257,"IsQB":false,"points":37}"
J.Rodgers,"{"touchdowns":1,"yards":318,"IsQB":false,"points":37}"
K.Britt,"{"touchdowns":2,"yards":256,"IsQB":false,"points":37}"
T.Austin,"{"touchdowns":1,"yards":313,"IsQB":false,"points":37}"
A.Derby,"{"touchdowns":2,"yards":244,"IsQB":false,"points":36}"
C.Rogers,"{"touchdowns":1,"yards":292,"IsQB":false,"points":35}"
D.Fells,"{"touchdowns":3,"yards":177,"IsQB":false,"points":35}"
M.Davis,"{"touchdowns":0,"yards":354,"IsQB":false,"points":35}"
R.Ellison,"{"touchdowns":2,"yards":235,"IsQB":false,"points":35}"
R.Louis,"{"touchdowns":0,"yards":357,"IsQB":false,"points":35}"
T.Higbee,"{"touchdowns":1,"yards":295,"IsQB":false,"points":35}"
T.Yates,"{"touchdowns":4,"yards":499,"IsQB":true,"points":35}"
Z.Miller,"{"touchdowns":2,"yards":236,"IsQB":false,"points":35}"
J.Matthews,"{"touchdowns":1,"yards":282,"IsQB":false,"points":34}"
T.Boyd,"{"touchdowns":2,"yards":225,"IsQB":false,"points":34}"
J.Grant,"{"touchdowns":2,"yards":215,"IsQB":false,"points":33}"
J.Reed,"{"touchdowns":2,"yards":211,"IsQB":false,"points":33}"
W.Smallwood,"{"touchdowns":1,"yards":277,"IsQB":false,"points":33}"
C.Carson,"{"touchdowns":1,"yards":267,"IsQB":false,"points":32}"
J.Wright,"{"touchdowns":2,"yards":198,"IsQB":false,"points":31}"
A.Holmes,"{"touchdowns":3,"yards":120,"IsQB":false,"points":30}"
A.Shaheen,"{"touchdowns":3,"yards":127,"IsQB":false,"points":30}"
J.Hill,"{"touchdowns":1,"yards":249,"IsQB":false,"points":30}"
T.Pryor,"{"touchdowns":1,"yards":240,"IsQB":false,"points":30}"
T.Green,"{"touchdowns":2,"yards":179,"IsQB":false,"points":29}"
D.Harris,"{"touchdowns":1,"yards":224,"IsQB":false,"points":28}"
E.Penny,"{"touchdowns":2,"yards":162,"IsQB":false,"points":28}"
J.Kerley,"{"touchdowns":1,"yards":225,"IsQB":false,"points":28}"
M.Bennett,"{"touchdowns":0,"yards":286,"IsQB":false,"points":28}"
M.Hollins,"{"touchdowns":1,"yards":226,"IsQB":false,"points":28}"
R.Shepard,"{"touchdowns":1,"yards":221,"IsQB":false,"points":28}"
T.West,"{"touchdowns":2,"yards":161,"IsQB":false,"points":28}"
J.Smith,"{"touchdowns":2,"yards":157,"IsQB":false,"points":27}"
M.Campanaro,"{"touchdowns":1,"yards":215,"IsQB":false,"points":27}"
M.Williams,"{"touchdowns":1,"yards":218,"IsQB":false,"points":27}"
J.Heuerman,"{"touchdowns":2,"yards":142,"IsQB":false,"points":26}"
K.Bibbs,"{"touchdowns":1,"yards":207,"IsQB":false,"points":26}"
L.Kendricks,"{"touchdowns":1,"yards":203,"IsQB":false,"points":26}"
A.Erickson,"{"touchdowns":1,"yards":196,"IsQB":false,"points":25}"
B.Petty,"{"touchdowns":1,"yards":545,"IsQB":true,"points":25}"
D.Woodhead,"{"touchdowns":0,"yards":256,"IsQB":false,"points":25}"
G.Allison,"{"touchdowns":0,"yards":253,"IsQB":false,"points":25}"
G.Olsen,"{"touchdowns":1,"yards":191,"IsQB":false,"points":25}"
K.Bourne,"{"touchdowns":0,"yards":257,"IsQB":false,"points":25}"
S.Bradford,"{"touchdowns":3,"yards":340,"IsQB":true,"points":25}"
T.Rawls,"{"touchdowns":0,"yards":251,"IsQB":false,"points":25}"
V.Green,"{"touchdowns":1,"yards":191,"IsQB":false,"points":25}"
D.Sims,"{"touchdowns":1,"yards":180,"IsQB":false,"points":24}"
V.McDonald,"{"touchdowns":1,"yards":188,"IsQB":false,"points":24}"
D.Byrd,"{"touchdowns":2,"yards":117,"IsQB":false,"points":23}"
B.Marshall,"{"touchdowns":0,"yards":222,"IsQB":false,"points":22}"
B.Miller,"{"touchdowns":1,"yards":163,"IsQB":false,"points":22}"
E.Lacy,"{"touchdowns":0,"yards":226,"IsQB":false,"points":22}"
R.Rodgers,"{"touchdowns":1,"yards":160,"IsQB":false,"points":22}"
T.Bohanon,"{"touchdowns":3,"yards":48,"IsQB":false,"points":22}"
D.Robinson,"{"touchdowns":0,"yards":212,"IsQB":false,"points":21}"
R.Griffin,"{"touchdowns":1,"yards":158,"IsQB":false,"points":21}"
T.Cadet,"{"touchdowns":0,"yards":215,"IsQB":false,"points":21}"
E.Rogers,"{"touchdowns":1,"yards":149,"IsQB":false,"points":20}"
J.O'Shaughnessy,"{"touchdowns":1,"yards":149,"IsQB":false,"points":20}"
L.Treadwell,"{"touchdowns":0,"yards":200,"IsQB":false,"points":20}"
N.Boyle,"{"touchdowns":0,"yards":203,"IsQB":false,"points":20}"
P.Dorsett,"{"touchdowns":0,"yards":201,"IsQB":false,"points":20}"
B.Celek,"{"touchdowns":1,"yards":130,"IsQB":false,"points":19}"
J.Mickens,"{"touchdowns":2,"yards":77,"IsQB":false,"points":19}"
M.Jones Jr.,"{"touchdowns":1,"yards":131,"IsQB":false,"points":19}"
P.Lynch,"{"touchdowns":2,"yards":277,"IsQB":true,"points":19}"
T.Lewis,"{"touchdowns":1,"yards":130,"IsQB":false,"points":19}"
T.Niklas,"{"touchdowns":1,"yards":132,"IsQB":false,"points":19}"
D.Fales,"{"touchdowns":2,"yards":265,"IsQB":true,"points":18}"
E.Tomlinson,"{"touchdowns":1,"yards":121,"IsQB":false,"points":18}"
L.Murphy,"{"touchdowns":1,"yards":121,"IsQB":false,"points":18}"
L.Toilolo,"{"touchdowns":1,"yards":122,"IsQB":false,"points":18}"
N.Peterman,"{"touchdowns":2,"yards":270,"IsQB":true,"points":18}"
N.Vannett,"{"touchdowns":1,"yards":124,"IsQB":false,"points":18}"
C.Conley,"{"touchdowns":0,"yards":175,"IsQB":false,"points":17}"
C.Samuel,"{"touchdowns":0,"yards":179,"IsQB":false,"points":17}"
K.Barner,"{"touchdowns":1,"yards":113,"IsQB":false,"points":17}"
L.Thomas,"{"touchdowns":1,"yards":111,"IsQB":false,"points":17}"
A.Fasano,"{"touchdowns":1,"yards":107,"IsQB":false,"points":16}"
J.Reynolds,"{"touchdowns":1,"yards":104,"IsQB":false,"points":16}"
R.Turbin,"{"touchdowns":1,"yards":109,"IsQB":false,"points":16}"
S.Ridley,"{"touchdowns":1,"yards":108,"IsQB":false,"points":16}"
C.Artis-Payne,"{"touchdowns":1,"yards":97,"IsQB":false,"points":15}"
C.Johnson,"{"touchdowns":0,"yards":157,"IsQB":false,"points":15}"
C.Uzomah,"{"touchdowns":1,"yards":92,"IsQB":false,"points":15}"
D.Foster,"{"touchdowns":0,"yards":152,"IsQB":false,"points":15}"
D.Morgan,"{"touchdowns":1,"yards":95,"IsQB":false,"points":15}"
A.Sherman,"{"touchdowns":1,"yards":87,"IsQB":false,"points":14}"
B.Tate,"{"touchdowns":1,"yards":81,"IsQB":false,"points":14}"
C.Ham,"{"touchdowns":1,"yards":81,"IsQB":false,"points":14}"
D.Allen,"{"touchdowns":1,"yards":86,"IsQB":false,"points":14}"
E.Manuel,"{"touchdowns":1,"yards":251,"IsQB":true,"points":14}"
J.Conner,"{"touchdowns":0,"yards":144,"IsQB":false,"points":14}"
J.Hanna,"{"touchdowns":1,"yards":88,"IsQB":false,"points":14}"
J.Taylor,"{"touchdowns":0,"yards":142,"IsQB":false,"points":14}"
T.McBride,"{"touchdowns":0,"yards":144,"IsQB":false,"points":14}"
